task_id,subject,subject_raw,seed_id,rule_id,connection_score,candidate_count,candidate_mode,decision_stage,tied_with_top_count,top_score,second_score,score_gap,signed_score_gap,subject_score_constant,method_score_constant,content_cap_hit_count,content_truncation_count,method_score_reason,major_fallback_active,top_seed_id,top_label,top_core_score,top_subject_score,top_content_score,top_content_raw,top_content_capped,keyword_score,axis_score,concept_score,task_score,direct_bonus,exact_bonus,guide_vocabulary_bonus,top_method_score,top_major_rank,diagnostics_bytes,output_bytes_without_diagnostics
assessment_task_382d1ee38d,물리,고급 물리학,BIO-008,experiment_science_001,88,102,bestForSubjects-literal-exact,coreScore,1,90,88,2,2,True,True,0,0,matched,False,BIO-008,"유연 압전 센서가 혈관 벽의 미세한 팽창과 수축을 전압 신호로 바꾸는 원리를 분석하고, 하겐-푸아죄유 법칙과 맥파 전달 속도(PWV)를 활용해 심혈관 질환의 전조를 실시간으로 포착하는 의공학·물리학·생명과학 융합 탐구",90,45,40,40,False,22,0,0,10,0,8,0,5,0,7400,24922
assessment_task_dba144ac30,화학,고급 화학,BIO-009,presentation_002,70,188,bestForSubjects-literal-exact,seedId_alphabetical,9,48,48,0,0,True,True,0,0,no_task_match,False,BIO-009,타우 단백질이 정상 상태에서는 미세소관을 안정화하지만 과인산화와 접힘 이상을 거치면 아밀로이드 응집체와 신경섬유 엉킴을 형성해 치매로 이어지는 과정을 단백질 구조·세포 신호·Cryo-EM 구조 분석·신약 설계 관점에서 해석하는 의생명 융합 탐구,48,45,3,3,False,0,0,0,3,0,0,0,0,0,7897,18372
assessment_task_129970ac65,화학,고급 화학,ENG-076,experiment_science_001,92,188,bestForSubjects-literal-exact,seedId_alphabetical,4,94,94,0,0,True,True,0,0,matched,False,ENG-076,데이터센터 UPS용 리튬이온 배터리의 열폭주를 Arrhenius 반응속도·열전달식·BMS 모니터링·냉각/화재억제 시스템으로 분석하는 배터리 안전공학 탐구,94,45,44,44,False,22,0,0,10,8,0,4,5,0,7269,22974
assessment_task_25741bd545,화학,고급 화학,NAT-003,experiment_science_001,82,188,bestForSubjects-literal-exact,seedId_alphabetical,3,90,90,0,0,True,True,3,3,no_task_match,False,NAT-003,"식물이 상처나 해충 공격을 받을 때 방출하는 VOCs를 사례로, 자스몬산의 에스터화 반응, 분자 간 상호작용 변화, 클라우지우스-클라페이론 방정식, 화학생태학을 연결해 친환경 농업 방제 기술을 설명하는 화학·생명과학·농업화학 융합 탐구",90,45,45,46,True,22,0,0,8,8,0,8,0,0,8586,17792
assessment_task_72a996daa0,생명과학,고급 생명과학,BIO-078,experiment_science_001,82,180,bestForSubjects-literal-exact,coreScore,1,79,77,2,2,True,True,0,0,no_task_match,False,BIO-078,"아르기닌-프럭토즈(AF)의 Maillard 반응 합성과 α-글루코시데이즈 억제 원리를 통해 식후 혈당 상승 억제 가능성을 분석하고, 반응속도식·농도·pH·온도 조건을 연결해 설명하는 약학·생명과학·고등수학 융합 탐구",79,45,34,34,False,22,0,0,8,4,0,0,0,0,8342,18043
assessment_task_d01f9f4467,생명과학,고급 생명과학,BIO-032,argumentation_002,80,180,bestForSubjects-literal-exact,coreScore,1,87,53,34,34,True,True,0,0,matched,False,BIO-032,"문학·과학·논픽션 등 책의 종류에 따라 달라지는 뇌 활성 반응을 뇌가소성, 해마, 전전두엽, 편도체, 도파민 보상 회로, 공감 신경망과 연결해 분석하는 뇌과학·생명과학 융합 탐구",87,45,37,37,False,22,0,0,3,0,8,4,5,0,7440,23154
assessment_task_fe9a542450,생명과학,고급 생명과학,NAT-035,experiment_science_001,90,180,bestForSubjects-literal-exact,coreScore,1,87,83,4,4,True,True,0,0,no_task_match,False,NAT-035,"대체감미료의 산업적 활용을 단순히 설탕을 줄이는 식품 트렌드로 보지 않고, 아스파탐·스테비아·수크랄로스 같은 감미료의 분자 구조와 체내 분해, 췌장 베타세포의 인슐린 분비, 혈당-인슐린 동역학 모델, 글리세믹 지수와 당뇨 예방, 장내 미생물과 장기 섭취 안전성, 반려동물·수의영양 적용 가능성까지 연결해 화학·생명과학·식품공학·수의학을 통합하는 대사조절 융합 탐구",87,45,42,42,False,22,0,0,8,0,8,4,0,0,8395,26658
assessment_task_74920ae1ec,지구과학,고급 지구과학,ENG-088,experiment_science_001,90,14,bestForSubjects-literal-exact,seedId_alphabetical,2,56,56,0,0,True,True,0,0,no_task_match,False,ENG-088,기후변화로 인한 해수 온도 상승이 원전 냉각수·설계해수온도·열교환기 성능·수명연장 판단에 미치는 영향을 열역학과 지구과학 데이터로 분석하는 원자력·에너지·환경 융합 탐구,56,45,11,11,False,0,0,0,3,0,8,0,0,0,8096,20191
assessment_task_ee93f58321,지구과학,고급 지구과학,BIO-013,experiment_science_001,70,14,bestForSubjects-literal-exact,seedId_alphabetical,10,47,47,0,0,True,True,0,0,no_task_match,False,BIO-013,"하마 울음소리와 동물 의사소통 사례를 출발점으로 생체 음향학, 스펙트로그램, CNN 소리 분류, 음향 지표, 야생동물 비침습 모니터링을 연결해 생태계 보전과 동물 복지를 설계하는 수의학·생명과학·데이터 융합 탐구",47,45,2,2,False,0,0,0,2,0,0,0,0,0,8446,19531
assessment_task_f918de4fa5,미적분1,AP 미적분학 I,ENG-028,math_problem_001,66,169,bestForSubjects-literal-exact,seedId_alphabetical,12,51,51,0,0,True,True,0,0,no_task_match,False,ENG-028,"고온·부식·수중 등 사람이 접근하기 어려운 극한 환경 배관의 결함을 유도관 기반 전방향 초음파 비파괴 검사로 탐지하는 과정을 파동의 반사·굴절, 음향 임피던스, 압전 효과, 신호 분석 관점에서 설명하는 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7382,19133
assessment_task_0eb78f0a87,미적분1,AP 미적분학 I,BIO-079,creative_concept_001,78,169,bestForSubjects-literal-exact,seedId_alphabetical,2,82,82,0,0,True,True,0,0,no_task_match,False,BIO-079,"펜타닐·헤로인·코카인 등 마약성 진통제의 대사 과정을 반응속도론, 1차 소실 미분방정식, 반복 투여 누적합, Michaelis-Menten 모델로 해석하고 약물 오남용 예방과 개인맞춤형 약물관리 방안을 설계하는 약학·화학·미적분 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,7261,18214
assessment_task_39f7248629,물리,AP 일반물리학 I,ENG-105,experiment_science_001,66,102,bestForSubjects-literal-exact,coreScore,1,82,80,2,2,True,True,0,0,no_task_match,False,ENG-105,"충격량 J=F×t=Δp=mΔv와 힘-시간 그래프를 활용해 자동차 충돌 시 평균 힘을 계산하고, 크럼플 존·에어백·안전벨트가 충돌 시간을 늘려 부상 위험을 줄이는 원리를 분석하는 물리·자동차안전공학 융합 탐구",82,45,37,37,False,17,0,0,4,8,0,8,0,0,7729,21050
assessment_task_e29d879be1,물리,AP 일반물리학 I,ENG-105,,73,102,bestForSubjects-literal-exact,seedId_alphabetical,2,82,82,0,0,True,True,0,0,no_task_match,False,ENG-105,"충격량 J=F×t=Δp=mΔv와 힘-시간 그래프를 활용해 자동차 충돌 시 평균 힘을 계산하고, 크럼플 존·에어백·안전벨트가 충돌 시간을 늘려 부상 위험을 줄이는 원리를 분석하는 물리·자동차안전공학 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,7303,20608
assessment_task_838f8c2668,물리,AP 일반물리학 I,ENG-087,data_analysis_001,78,102,bestForSubjects-literal-exact,coreScore,1,78,77,1,1,True,True,0,0,no_task_match,False,ENG-087,"선풍기 체감 냉각을 모터 효율, 대류열전달계수, 뉴턴 냉각 법칙, 팬 공력, 실내 온도 상승, 에너지 보존으로 정량화하는 물리·기계·전기전자 융합 탐구",78,45,33,33,False,22,0,0,3,4,0,4,0,0,7742,20596
assessment_task_c95fa85ea6,화학,AP 일반화학 I,NAT-035,science_concept_presentation_001,82,188,bestForSubjects-literal-exact,coreScore,1,90,76,14,14,True,True,1,0,no_task_match,False,NAT-035,"대체감미료의 산업적 활용을 단순히 설탕을 줄이는 식품 트렌드로 보지 않고, 아스파탐·스테비아·수크랄로스 같은 감미료의 분자 구조와 체내 분해, 췌장 베타세포의 인슐린 분비, 혈당-인슐린 동역학 모델, 글리세믹 지수와 당뇨 예방, 장내 미생물과 장기 섭취 안전성, 반려동물·수의영양 적용 가능성까지 연결해 화학·생명과학·식품공학·수의학을 통합하는 대사조절 융합 탐구",90,45,45,45,False,22,0,0,7,8,0,8,0,0,8449,26371
assessment_task_55e9924ff5,화학,AP 일반화학 I,ENG-094,science_concept_presentation_001,70,188,bestForSubjects-literal-exact,coreScore,1,51,49,2,2,True,True,0,0,no_task_match,False,ENG-094,"비행기 추락 사고를 부식, 산화·환원 반응, 알루미늄 합금 열화, 금속 피로, 비파괴 검사와 유지보수 화학 관점에서 분석하는 항공우주공학·화학공학 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7526,20687
assessment_task_b61779fa95,정보,정보과학,BIO-089,portfolio_002,100,144,bestForSubjects-literal-exact,seedId_alphabetical,3,89,89,0,0,True,True,0,0,matched,False,BIO-089,"각막 지형도와 Zernike 파면수차 분석을 활용해 근시·난시·노안의 미세 굴절 이상을 정량화하고, 동공 크기·주야간 시야 조건·개인별 각막 곡률을 반영한 맞춤형 디지털 렌즈 설계 원리를 탐구하는 안과·안경광학·의공학 융합 탐구",89,45,39,39,False,22,0,0,5,0,8,4,5,0,7493,26896
assessment_task_4d88e3ed44,정보,정보과학,ENG-036,data_analysis_001,90,144,bestForSubjects-literal-exact,coreScore,1,85,83,2,2,True,True,0,0,no_task_match,False,ENG-036,"그린실즈 모델, 교통량 Q=속도×밀도, 임계 밀도, 유령 체증, IoT·CCTV 데이터, AI 신호 제어를 연결해 도심 교통 혼잡을 수학적 모델링과 지능형 교통 시스템으로 최적화하는 정보·도시공학 융합 탐구",85,45,40,40,False,22,0,0,6,0,8,4,0,0,7678,23039
assessment_task_a894cab453,정보,정보과학,ENG-036,data_analysis_001,90,144,bestForSubjects-literal-exact,coreScore,1,87,84,3,3,True,True,0,0,no_task_match,False,ENG-036,"그린실즈 모델, 교통량 Q=속도×밀도, 임계 밀도, 유령 체증, IoT·CCTV 데이터, AI 신호 제어를 연결해 도심 교통 혼잡을 수학적 모델링과 지능형 교통 시스템으로 최적화하는 정보·도시공학 융합 탐구",87,45,42,42,False,22,0,0,8,0,8,4,0,0,7582,23013
assessment_task_384111888f,물리,프로젝트기반연구Ⅱ-센서 기반 라디오 존데 시스템 설계 및 대기 물리 데이터 수집,NAT-038,data_analysis_001,66,102,bestForSubjects-literal-exact,coreScore,1,86,80,6,6,True,True,0,0,no_task_match,False,NAT-038,"스마트팜 수직농장의 LED 광 주기 자동제어를 단순한 농업 자동화가 아니라, 적색·청색·백색 LED 파장과 PAR, 광합성 반응 효율 R(λ)=I(λ)×ε(λ), 생육 단계별 광량·조사시간·명암 주기, 센서 기반 온도·습도·CO₂ 제어, 작물 생장속도·엽면적·생체중·영양소 함량, 전력 사용량과 에너지 효율을 함께 최적화하는 식물생리·광학·제어공학·데이터과학 융합 탐구",86,45,41,41,False,22,0,0,7,8,0,4,0,0,7406,26768
assessment_task_ca2abc561b,물리,프로젝트기반연구Ⅱ-센서 기반 라디오 존데 시스템 설계 및 대기 물리 데이터 수집,NAT-038,data_analysis_001,66,102,bestForSubjects-literal-exact,coreScore,1,86,81,5,5,True,True,0,0,no_task_match,False,NAT-038,"스마트팜 수직농장의 LED 광 주기 자동제어를 단순한 농업 자동화가 아니라, 적색·청색·백색 LED 파장과 PAR, 광합성 반응 효율 R(λ)=I(λ)×ε(λ), 생육 단계별 광량·조사시간·명암 주기, 센서 기반 온도·습도·CO₂ 제어, 작물 생장속도·엽면적·생체중·영양소 함량, 전력 사용량과 에너지 효율을 함께 최적화하는 식물생리·광학·제어공학·데이터과학 융합 탐구",86,45,41,41,False,22,0,0,7,8,0,4,0,0,7406,26768
assessment_task_090b0c07a3,물리,프로젝트기반연구Ⅱ-센서 기반 라디오 존데 시스템 설계 및 대기 물리 데이터 수집,NAT-038,data_analysis_001,66,102,bestForSubjects-literal-exact,coreScore,1,86,81,5,5,True,True,0,0,no_task_match,False,NAT-038,"스마트팜 수직농장의 LED 광 주기 자동제어를 단순한 농업 자동화가 아니라, 적색·청색·백색 LED 파장과 PAR, 광합성 반응 효율 R(λ)=I(λ)×ε(λ), 생육 단계별 광량·조사시간·명암 주기, 센서 기반 온도·습도·CO₂ 제어, 작물 생장속도·엽면적·생체중·영양소 함량, 전력 사용량과 에너지 효율을 함께 최적화하는 식물생리·광학·제어공학·데이터과학 융합 탐구",86,45,41,41,False,22,0,0,7,8,0,4,0,0,7406,26768
assessment_task_059cee343d,물리,고급물리학Ⅱ,ENG-101,science_concept_presentation_001,78,102,bestForSubjects-literal-exact,seedId_alphabetical,2,82,82,0,0,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,7229,20284
assessment_task_a75d000438,물리,고급물리학Ⅱ,ENG-101,science_concept_presentation_001,78,102,bestForSubjects-literal-exact,seedId_alphabetical,2,82,82,0,0,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,7402,20276
assessment_task_3a6123c756,물리,고급물리학Ⅱ,BIO-003,science_concept_presentation_001,78,102,bestForSubjects-literal-exact,seedId_alphabetical,5,81,81,0,0,True,True,0,0,no_task_match,False,BIO-003,"뇌전증을 세포막 전위·이온 채널·뇌파 주파수 분석·신경조절술 원리로 해석하고, 정밀 의료와 신경외과적 치료 방향까지 연결하는 생명과학·의학·의공학 융합 탐구",81,45,36,36,False,22,0,0,6,0,8,0,0,0,7303,23900
assessment_task_fb7868e561,물리,물리기반 융합세미나Ⅰ,BIO-003,data_analysis_001,66,102,bestForSubjects-literal-exact,seedId_alphabetical,3,55,55,0,0,True,True,0,0,no_task_match,False,BIO-003,"뇌전증을 세포막 전위·이온 채널·뇌파 주파수 분석·신경조절술 원리로 해석하고, 정밀 의료와 신경외과적 치료 방향까지 연결하는 생명과학·의학·의공학 융합 탐구",55,45,10,10,False,0,0,0,10,0,0,0,0,0,7327,23487
assessment_task_56ccafd3b6,물리,물리기반 융합세미나Ⅰ,BIO-003,portfolio_002,66,102,bestForSubjects-literal-exact,seedId_alphabetical,3,53,53,0,0,True,True,0,0,no_task_match,False,BIO-003,"뇌전증을 세포막 전위·이온 채널·뇌파 주파수 분석·신경조절술 원리로 해석하고, 정밀 의료와 신경외과적 치료 방향까지 연결하는 생명과학·의학·의공학 융합 탐구",53,45,8,8,False,0,0,0,8,0,0,0,0,0,7296,23497
assessment_task_e5b8cc0d24,물리,물리기반 융합세미나Ⅰ,BIO-013,math_problem_001,66,102,bestForSubjects-literal-exact,seedId_alphabetical,3,53,53,0,0,True,True,0,0,no_task_match,False,BIO-013,"하마 울음소리와 동물 의사소통 사례를 출발점으로 생체 음향학, 스펙트로그램, CNN 소리 분류, 음향 지표, 야생동물 비침습 모니터링을 연결해 생태계 보전과 동물 복지를 설계하는 수의학·생명과학·데이터 융합 탐구",53,45,8,8,False,0,0,0,8,0,0,0,0,0,7425,19146
assessment_task_3ab2a14bfc,물리,물리 첨단기기활용법,BIO-003,,61,102,bestForSubjects-literal-exact,seedId_alphabetical,23,50,50,0,0,True,True,0,0,no_task_match,False,BIO-003,"뇌전증을 세포막 전위·이온 채널·뇌파 주파수 분석·신경조절술 원리로 해석하고, 정밀 의료와 신경외과적 치료 방향까지 연결하는 생명과학·의학·의공학 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7326,23655
assessment_task_d286409718,물리,물리 첨단기기활용법,BIO-003,,61,102,bestForSubjects-literal-exact,seedId_alphabetical,20,52,52,0,0,True,True,0,0,no_task_match,False,BIO-003,"뇌전증을 세포막 전위·이온 채널·뇌파 주파수 분석·신경조절술 원리로 해석하고, 정밀 의료와 신경외과적 치료 방향까지 연결하는 생명과학·의학·의공학 융합 탐구",52,45,7,7,False,0,0,0,7,0,0,0,0,0,7326,23661
assessment_task_68c66c165f,물리,물리 첨단기기활용법,BIO-003,presentation_002,66,102,bestForSubjects-literal-exact,seedId_alphabetical,20,50,50,0,0,True,True,0,0,no_task_match,False,BIO-003,"뇌전증을 세포막 전위·이온 채널·뇌파 주파수 분석·신경조절술 원리로 해석하고, 정밀 의료와 신경외과적 치료 방향까지 연결하는 생명과학·의학·의공학 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7326,23329
assessment_task_9bd2b84a0f,물리,물리학 및 실험 Ⅰ,BIO-087,experiment_science_001,78,102,bestForSubjects-literal-exact,coreScore,1,82,81,1,1,True,True,0,0,no_task_match,False,BIO-087,피부 표면 레이저 토닝에서 빔 펄스·조사 시간·파장·열전달·광학적 흡수 계수를 분석해 멜라닌 색소의 선택적 파괴와 화상 위험 최소화를 연결하는 의학·피부과·물리학 융합 탐구,82,45,37,37,False,22,0,0,7,0,8,0,0,0,7484,20918
assessment_task_2800de5a6d,물리,물리학 및 실험 Ⅰ,BIO-012,experiment_science_001,88,102,bestForSubjects-literal-exact,seedId_alphabetical,3,90,90,0,0,True,True,0,0,matched,False,BIO-012,"원전 인근 암 사망률 논쟁을 출발점으로 전리·비전리 방사선, SAR, DNA 손상, 역학 연구의 인과성 판단, LNT 모델, ALARA 선량 최적화를 연결해 방사선의 건강 영향과 의공학적 안전 설계를 분석하는 의과학·의공학 융합 탐구",90,45,40,40,False,22,0,0,10,0,8,0,5,0,7368,24513
